SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22019,1610612742,DAL,Dallas Mavericks,0021900572,2020-01-10,DAL vs. LAL,L,240,114,39,96,0.406,11,38,0.289,25,37,0.676,17,30,47,19,4,3,9,20,-15.0
22019,1610612742,DAL,Dallas Mavericks,0021900559,2020-01-08,DAL vs. DEN,L,238,106,39,77,0.506,12,35,0.343,16,24,0.667,6,32,38,27,8,6,13,18,-1.0
22019,1610612742,DAL,Dallas Mavericks,0021900545,2020-01-06,DAL vs. CHI,W,240,118,44,84,0.524,16,41,0.39,14,19,0.737,11,32,43,25,5,6,14,12,8.0
22019,1610612742,DAL,Dallas Mavericks,0021900530,2020-01-04,DAL vs. CHA,L,266,120,47,100,0.47,15,50,0.3,11,13,0.846,14,27,41,28,7,4,10,25,-3.0
22019,1610612742,DAL,Dallas Mavericks,0021900513,2020-01-02,DAL vs. BKN,W,241,123,45,89,0.506,18,38,0.474,15,17,0.882,12,34,46,22,4,8,13,21,12.0
22019,1610612742,DAL,Dallas Mavericks,0021900503,2019-12-31,DAL @ OKC,L,238,101,33,93,0.355,15,51,0.294,20,27,0.741,17,32,49,19,5,4,10,24,-5.0
22019,1610612742,DAL,Dallas Mavericks,0021900490,2019-12-29,DAL @ LAL,L,239,95,32,89,0.36,13,43,0.302,18,20,0.9,13,32,45,17,11,4,18,23,-13.0
22019,1610612742,DAL,Dallas Mavericks,0021900482,2019-12-28,DAL @ GSW,W,240,141,48,92,0.522,24,51,0.471,21,21,1.0,9,37,46,35,11,7,13,17,20.0
22019,1610612742,DAL,Dallas Mavericks,0021900463,2019-12-26,DAL vs. SAS,W,241,102,38,90,0.422,16,40,0.4,10,15,0.667,13,39,52,22,7,3,14,11,4.0
22019,1610612742,DAL,Dallas Mavericks,0021900439,2019-12-22,DAL @ TOR,L,240,107,35,90,0.389,15,46,0.326,22,27,0.815,14,39,53,27,6,4,17,22,-3.0
22019,1610612742,DAL,Dallas Mavericks,0021900425,2019-12-20,DAL @ PHI,W,240,117,43,83,0.518,14,33,0.424,17,22,0.773,8,41,49,23,10,4,16,17,19.0
22019,1610612742,DAL,Dallas Mavericks,0021900413,2019-12-18,DAL vs. BOS,L,239,103,34,87,0.391,15,43,0.349,20,25,0.8,10,32,42,23,7,10,7,20,-6.0
22019,1610612742,DAL,Dallas Mavericks,0021900398,2019-12-16,DAL @ MIL,W,241,120,41,88,0.466,16,41,0.39,22,27,0.815,8,44,52,27,5,6,14,23,4.0
22019,1610612742,DAL,Dallas Mavericks,0021900384,2019-12-14,DAL vs. MIA,L,265,118,45,101,0.446,17,44,0.386,11,17,0.647,8,40,48,30,4,3,11,27,-4.0
22019,1610612742,DAL,Dallas Mavericks,0021900369,2019-12-12,DAL @ DET,W,241,122,45,88,0.511,16,44,0.364,16,23,0.696,11,41,52,25,4,5,11,21,11.0
22019,1610612742,DAL,Dallas Mavericks,0021900340,2019-12-08,DAL vs. SAC,L,239,106,41,86,0.477,17,44,0.386,7,8,0.875,10,30,40,24,3,1,12,11,-4.0
22019,1610612742,DAL,Dallas Mavericks,0021900330,2019-12-07,DAL vs. NOP,W,241,130,46,86,0.535,13,38,0.342,25,31,0.806,8,47,55,25,8,4,12,17,46.0
22019,1610612742,DAL,Dallas Mavericks,0021900313,2019-12-04,DAL vs. MIN,W,240,121,46,92,0.5,11,37,0.297,18,23,0.783,13,32,45,24,5,5,8,16,7.0
22019,1610612742,DAL,Dallas Mavericks,0021900302,2019-12-03,DAL @ NOP,W,239,118,38,88,0.432,19,45,0.422,23,27,0.852,10,41,51,22,5,8,10,14,21.0
22019,1610612742,DAL,Dallas Mavericks,0021900287,2019-12-01,DAL @ LAL,W,241,114,42,97,0.433,17,49,0.347,13,18,0.722,16,35,51,24,11,1,13,20,14.0
22019,1610612742,DAL,Dallas Mavericks,0021900277,2019-11-29,DAL @ PHX,W,240,120,35,85,0.412,17,47,0.362,33,38,0.868,9,38,47,20,7,3,8,24,7.0
22019,1610612742,DAL,Dallas Mavericks,0021900251,2019-11-26,DAL vs. LAC,L,240,99,30,79,0.38,11,38,0.289,28,35,0.8,9,37,46,16,12,2,20,21,-15.0
22019,1610612742,DAL,Dallas Mavericks,0021900235,2019-11-24,DAL @ HOU,W,239,137,49,102,0.48,17,44,0.386,22,28,0.786,12,34,46,28,9,5,12,22,14.0
22019,1610612742,DAL,Dallas Mavericks,0021900221,2019-11-22,DAL vs. CLE,W,239,143,58,100,0.58,20,37,0.541,7,9,0.778,10,39,49,31,8,7,5,18,42.0
22019,1610612742,DAL,Dallas Mavericks,0021900208,2019-11-20,DAL vs. GSW,W,242,142,51,90,0.567,22,38,0.579,18,23,0.783,8,42,50,33,7,7,11,21,48.0
22019,1610612742,DAL,Dallas Mavericks,0021900194,2019-11-18,DAL vs. SAS,W,240,117,42,84,0.5,17,41,0.415,16,23,0.696,9,32,41,28,4,3,13,19,7.0
22019,1610612742,DAL,Dallas Mavericks,0021900180,2019-11-16,DAL vs. TOR,W,241,110,37,88,0.42,9,39,0.231,27,33,0.818,12,43,55,24,7,4,12,15,8.0
22019,1610612742,DAL,Dallas Mavericks,0021900162,2019-11-14,DAL @ NYK,L,239,103,36,84,0.429,8,36,0.222,23,31,0.742,12,32,44,21,8,7,11,16,-3.0
22019,1610612742,DAL,Dallas Mavericks,0021900141,2019-11-11,DAL @ BOS,L,241,106,37,89,0.416,11,42,0.262,21,28,0.75,13,33,46,22,2,5,6,26,-10.0
22019,1610612742,DAL,Dallas Mavericks,0021900130,2019-11-09,DAL @ MEM,W,240,138,52,97,0.536,18,42,0.429,16,20,0.8,12,35,47,27,8,5,14,14,16.0
22019,1610612742,DAL,Dallas Mavericks,0021900122,2019-11-08,DAL vs. NYK,L,241,102,37,90,0.411,14,44,0.318,14,17,0.824,7,40,47,18,4,6,13,21,-4.0
22019,1610612742,DAL,Dallas Mavericks,0021900109,2019-11-06,DAL vs. ORL,W,241,107,36,84,0.429,11,31,0.355,24,30,0.8,12,31,43,20,4,1,17,23,1.0
22019,1610612742,DAL,Dallas Mavericks,0021900089,2019-11-03,DAL @ CLE,W,240,131,50,94,0.532,20,41,0.488,11,13,0.846,11,40,51,34,5,6,13,21,20.0
22019,1610612742,DAL,Dallas Mavericks,0021900074,2019-11-01,DAL vs. LAL,L,266,110,40,102,0.392,14,36,0.389,16,23,0.696,18,43,61,23,5,1,22,21,-9.0
22019,1610612742,DAL,Dallas Mavericks,0021900053,2019-10-29,DAL @ DEN,W,239,109,41,84,0.488,13,37,0.351,14,24,0.583,10,32,42,29,6,5,8,14,3.0
22019,1610612742,DAL,Dallas Mavericks,0021900038,2019-10-27,DAL vs. POR,L,241,119,37,94,0.394,13,50,0.26,32,41,0.78,12,34,46,27,7,3,11,22,-2.0
22019,1610612742,DAL,Dallas Mavericks,0021900021,2019-10-25,DAL @ NOP,W,241,123,45,93,0.484,14,40,0.35,19,26,0.731,12,37,49,23,8,7,11,19,7.0
22019,1610612742,DAL,Dallas Mavericks,0021900009,2019-10-23,DAL vs. WAS,W,240,108,35,76,0.461,11,36,0.306,27,33,0.818,5,41,46,17,6,5,19,22,8.0
12019,1610612742,DAL,Dallas Mavericks,0011900073,2019-10-17,DAL @ LAC,W,240,102,35,78,0.449,15,39,0.385,17,20,0.85,9,49,58,25,1,4,30,23,15.0
12019,1610612742,DAL,Dallas Mavericks,0011900055,2019-10-14,DAL vs. OKC,W,239,107,38,90,0.422,13,40,0.325,18,23,0.783,13,53,66,27,10,4,23,24,37.0
12019,1610612742,DAL,Dallas Mavericks,0011900043,2019-10-11,DAL vs. MIL,L,240,111,37,94,0.394,16,50,0.32,21,32,0.656,11,39,50,27,10,4,20,23,-7.0
12019,1610612742,DAL,Dallas Mavericks,0011900024,2019-10-09,DAL @ DET,L,239,117,37,79,0.468,13,35,0.371,30,38,0.789,5,27,32,22,9,3,14,23,-7.0
12019,1610612742,DAL,Dallas Mavericks,0011900021,2019-10-08,DAL @ OKC,L,241,104,34,94,0.362,13,50,0.26,23,31,0.742,14,31,45,22,10,6,12,28,-15.0
22019,1610612742,DAL,Dallas Mavericks,1521900080,2019-07-13,DAL @ MIN,L,200,82,31,83,0.373,5,25,0.2,15,19,0.789,10,24,34,10,10,2,12,23,-21.2
22019,1610612742,DAL,Dallas Mavericks,1521900050,2019-07-10,DAL vs. CRO,W,200,79,29,52,0.558,5,19,0.263,16,21,0.762,6,21,27,17,12,6,25,23,15.2
22019,1610612742,DAL,Dallas Mavericks,1521900031,2019-07-08,DAL vs. SAC,L,200,101,33,71,0.465,12,34,0.353,23,33,0.697,7,25,32,17,9,8,11,32,1.0
22019,1610612742,DAL,Dallas Mavericks,1521900017,2019-07-06,DAL @ HOU,W,200,113,43,81,0.531,17,37,0.459,10,13,0.769,13,30,43,25,9,6,13,24,30.4
22019,1610612742,DAL,Dallas Mavericks,1521900005,2019-07-05,DAL @ BKN,W,199,96,35,80,0.438,11,30,0.367,15,20,0.75,9,25,34,16,10,6,16,27,6.8
22019,1610612750,MIN,Minnesota Timberwolves,0021900963,2020-03-10,MIN @ HOU,L,240,111,40,83,0.482,14,35,0.4,17,23,0.739,8,33,41,21,9,0,18,20,-6.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900947,2020-03-08,MIN vs. NOP,L,240,107,37,94,0.394,8,33,0.242,25,31,0.806,9,33,42,20,15,3,17,23,-13.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900935,2020-03-06,MIN vs. ORL,L,240,118,46,98,0.469,10,37,0.27,16,20,0.8,10,26,36,30,6,3,8,21,-14.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900922,2020-03-04,MIN vs. CHI,W,240,115,40,81,0.494,19,43,0.442,16,25,0.64,10,33,43,27,5,4,17,15,7.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900911,2020-03-03,MIN @ NOP,W,241,139,54,97,0.557,14,34,0.412,17,20,0.85,10,32,42,31,11,2,16,22,5.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900896,2020-03-01,MIN vs. DAL,L,241,91,36,99,0.364,13,42,0.31,6,15,0.4,14,43,57,19,9,3,13,17,-20.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900877,2020-02-28,MIN @ ORL,L,239,125,46,95,0.484,17,44,0.386,16,24,0.667,6,27,33,27,10,6,15,20,-11.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900868,2020-02-26,MIN @ MIA,W,240,129,47,91,0.516,17,46,0.37,18,25,0.72,5,28,33,28,16,8,16,35,3.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900854,2020-02-24,MIN @ DAL,L,239,123,42,95,0.442,15,42,0.357,24,34,0.706,7,35,42,16,4,6,11,22,-16.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900844,2020-02-23,MIN @ DEN,L,241,116,40,90,0.444,14,40,0.35,22,29,0.759,9,29,38,26,7,2,15,16,-12.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900830,2020-02-21,MIN vs. BOS,L,241,117,36,89,0.404,15,42,0.357,30,35,0.857,8,35,43,23,8,10,8,27,-10.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900813,2020-02-12,MIN vs. CHA,L,240,108,39,101,0.386,14,49,0.286,16,20,0.8,14,34,48,25,10,7,11,19,-7.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900796,2020-02-10,MIN @ TOR,L,241,126,39,86,0.453,18,40,0.45,30,35,0.857,10,28,38,24,6,4,23,19,-11.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900782,2020-02-08,MIN vs. LAC,W,240,142,52,95,0.547,26,44,0.591,12,18,0.667,9,37,46,39,8,3,12,21,27.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900759,2020-02-05,MIN vs. ATL,L,240,120,45,91,0.495,9,35,0.257,21,28,0.75,6,27,33,18,13,7,16,21,-7.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900749,2020-02-03,MIN @ SAC,L,239,109,37,85,0.435,13,38,0.342,22,28,0.786,14,31,45,25,12,6,16,25,-4.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900727,2020-02-01,MIN @ LAC,L,241,106,34,84,0.405,7,39,0.179,31,37,0.838,6,38,44,24,9,4,17,20,-12.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900696,2020-01-27,MIN vs. SAC,L,264,129,43,89,0.483,23,46,0.5,20,33,0.606,10,35,45,29,7,8,20,27,-4.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900683,2020-01-25,MIN vs. OKC,L,239,104,40,90,0.444,12,43,0.279,12,18,0.667,7,34,41,33,9,4,13,21,-9.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900675,2020-01-24,MIN vs. HOU,L,240,124,48,98,0.49,11,32,0.344,17,20,0.85,13,38,51,28,8,8,17,26,-7.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900661,2020-01-22,MIN @ CHI,L,239,110,41,86,0.477,15,44,0.341,13,24,0.542,10,33,43,27,7,3,18,25,-7.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900649,2020-01-20,MIN vs. DEN,L,240,100,38,91,0.418,13,42,0.31,11,14,0.786,11,31,42,26,7,5,9,11,-7.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900632,2020-01-18,MIN vs. TOR,L,240,112,38,94,0.404,14,50,0.28,22,27,0.815,12,37,49,34,8,5,17,18,-10.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900619,2020-01-17,MIN @ IND,L,240,114,40,88,0.455,17,39,0.436,17,21,0.81,7,29,36,22,4,1,13,19,-2.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900608,2020-01-15,MIN vs. IND,L,239,99,38,88,0.432,11,28,0.393,12,16,0.75,10,35,45,26,6,7,15,14,-5.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900594,2020-01-13,MIN vs. OKC,L,240,104,38,91,0.418,12,35,0.343,16,21,0.762,9,28,37,23,10,6,9,21,-13.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900577,2020-01-11,MIN @ HOU,L,241,109,36,95,0.379,13,48,0.271,24,36,0.667,13,31,44,28,12,4,18,18,-30.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900565,2020-01-09,MIN vs. POR,W,241,116,44,89,0.494,13,32,0.406,15,21,0.714,15,41,56,25,7,9,14,28,14.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900551,2020-01-07,MIN @ MEM,L,241,112,40,90,0.444,15,47,0.319,17,21,0.81,10,30,40,23,10,1,18,23,-7.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900536,2020-01-05,MIN @ CLE,W,240,118,47,95,0.495,14,38,0.368,10,13,0.769,14,29,43,32,16,8,16,19,15.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900512,2020-01-02,MIN vs. GSW,W,239,99,38,95,0.4,13,43,0.302,10,17,0.588,17,35,52,22,7,7,12,20,15.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900506,2020-01-01,MIN @ MIL,L,240,104,34,91,0.374,15,46,0.326,21,28,0.75,6,42,48,18,7,8,11,25,-2.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900494,2019-12-30,MIN vs. BKN,W,264,122,42,104,0.404,17,44,0.386,21,29,0.724,11,49,60,20,12,8,14,22,7.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900479,2019-12-28,MIN vs. CLE,L,242,88,33,93,0.355,8,37,0.216,14,19,0.737,14,26,40,17,17,8,18,29,-6.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900464,2019-12-26,MIN @ SAC,W,291,105,36,104,0.346,10,46,0.217,23,29,0.793,14,51,65,23,7,5,13,20,1.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900454,2019-12-23,MIN @ GSW,L,240,104,35,87,0.402,11,34,0.324,23,29,0.793,9,31,40,16,10,7,16,18,-9.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900438,2019-12-21,MIN @ POR,L,241,106,38,87,0.437,15,37,0.405,15,16,0.938,7,32,39,16,8,8,16,18,-7.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900427,2019-12-20,MIN @ DEN,L,239,100,36,87,0.414,10,42,0.238,18,27,0.667,16,30,46,20,8,8,14,15,-9.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900411,2019-12-18,MIN vs. NOP,L,242,99,36,95,0.379,10,39,0.256,17,27,0.63,12,31,43,20,9,3,10,18,-8.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900377,2019-12-13,MIN vs. LAC,L,240,117,38,85,0.447,10,41,0.244,31,37,0.838,7,32,39,17,9,3,18,26,-7.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900362,2019-12-11,MIN vs. UTA,L,240,116,40,91,0.44,15,41,0.366,21,26,0.808,15,27,42,18,9,3,11,19,-11.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900349,2019-12-09,MIN @ PHX,L,241,109,40,85,0.471,6,22,0.273,23,29,0.793,11,34,45,14,6,7,16,23,-16.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900342,2019-12-08,MIN @ LAL,L,240,125,44,84,0.524,15,37,0.405,22,26,0.846,6,25,31,27,5,6,15,18,-17.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900326,2019-12-06,MIN @ OKC,L,264,127,50,96,0.521,13,38,0.342,14,20,0.7,10,26,36,25,8,2,13,29,-12.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900313,2019-12-04,MIN @ DAL,L,241,114,37,89,0.416,17,38,0.447,23,26,0.885,15,29,44,23,5,7,12,21,-7.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900286,2019-12-01,MIN vs. MEM,L,241,107,33,85,0.388,11,36,0.306,30,35,0.857,10,43,53,22,7,6,16,21,-8.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900262,2019-11-27,MIN @ SAS,W,242,113,37,85,0.435,18,40,0.45,21,27,0.778,7,46,53,28,4,6,11,19,12.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900243,2019-11-25,MIN @ ATL,W,240,125,41,90,0.456,15,35,0.429,28,36,0.778,14,33,47,27,10,6,13,25,12.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900225,2019-11-23,MIN vs. PHX,L,241,98,38,91,0.418,12,42,0.286,10,17,0.588,9,48,57,26,2,10,14,23,-2.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900210,2019-11-20,MIN vs. UTA,L,241,95,35,89,0.393,14,45,0.311,11,21,0.524,12,39,51,13,5,9,13,20,-8.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900196,2019-11-18,MIN @ UTA,W,240,112,41,89,0.461,14,38,0.368,16,19,0.842,5,46,51,22,6,10,15,25,10.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900179,2019-11-16,MIN vs. HOU,L,240,105,38,84,0.452,12,38,0.316,17,23,0.739,13,33,46,23,7,5,18,20,-20.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900171,2019-11-15,MIN vs. WAS,L,241,116,42,89,0.472,11,37,0.297,21,29,0.724,9,34,43,26,6,5,20,20,-21.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900158,2019-11-13,MIN vs. SAS,W,241,129,45,91,0.495,11,34,0.324,28,34,0.824,13,37,50,25,11,4,10,25,15.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900140,2019-11-11,MIN @ DET,W,240,120,45,89,0.506,15,34,0.441,15,19,0.789,11,34,45,25,7,6,16,23,6.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900132,2019-11-10,MIN vs. DEN,L,265,98,34,97,0.351,6,45,0.133,24,33,0.727,15,38,53,22,9,10,12,23,-2.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900120,2019-11-08,MIN vs. GSW,W,266,125,48,111,0.432,9,36,0.25,20,29,0.69,20,39,59,20,10,10,18,23,6.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900108,2019-11-06,MIN @ MEM,L,240,121,43,96,0.448,16,45,0.356,19,26,0.731,10,26,36,29,9,7,11,22,-16.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900094,2019-11-04,MIN vs. MIL,L,240,106,37,103,0.359,13,43,0.302,19,22,0.864,13,34,47,20,12,4,15,23,-28.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900080,2019-11-02,MIN @ WAS,W,240,131,51,94,0.543,17,39,0.436,12,17,0.706,3,44,47,33,9,10,21,23,22.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900057,2019-10-30,MIN @ PHI,L,241,95,32,81,0.395,10,35,0.286,21,28,0.75,6,28,34,12,13,6,21,21,-22.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900039,2019-10-27,MIN vs. MIA,W,241,116,39,91,0.429,13,45,0.289,25,33,0.758,14,32,46,24,12,1,16,17,7.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900018,2019-10-25,MIN @ CHA,W,240,121,43,91,0.473,12,38,0.316,23,31,0.742,13,39,52,30,11,6,15,21,22.0
22019,1610612750,MIN,Minnesota Timberwolves,0021900006,2019-10-23,MIN @ BKN,W,266,127,46,108,0.426,13,43,0.302,22,28,0.786,12,40,52,23,9,4,13,22,1.0
12019,1610612750,MIN,Minnesota Timberwolves,0011900071,2019-10-17,MIN @ MIL,L,240,96,30,96,0.313,15,48,0.313,21,28,0.75,13,31,44,17,10,3,16,21,-22.0
12019,1610612750,MIN,Minnesota Timberwolves,0011900060,2019-10-15,MIN @ IND,W,241,119,46,107,0.43,12,37,0.324,15,24,0.625,19,46,65,34,10,9,19,18,8.0
12019,1610612750,MIN,Minnesota Timberwolves,0011900052,2019-10-13,MIN vs. MAC,W,240,131,50,83,0.602,14,36,0.389,17,23,0.739,8,40,48,29,4,8,17,13,30.0
12019,1610612750,MIN,Minnesota Timberwolves,0011900035,2019-10-10,MIN @ GSW,L,240,123,44,108,0.407,14,49,0.286,21,25,0.84,17,34,51,27,7,5,19,21,-20.0
12019,1610612750,MIN,Minnesota Timberwolves,0011900022,2019-10-08,MIN @ PHX,L,239,106,39,93,0.419,8,39,0.205,20,23,0.87,10,32,42,23,15,3,27,22,-5.0
22019,1610612750,MIN,Minnesota Timberwolves,1521900083,2019-07-15,MIN vs. MEM,L,200,92,32,74,0.432,10,30,0.333,18,26,0.692,10,29,39,14,5,5,10,22,0.2
22019,1610612750,MIN,Minnesota Timberwolves,1521900082,2019-07-14,MIN vs. BKN,W,200,85,28,84,0.333,11,34,0.324,18,20,0.9,13,31,44,15,6,5,16,31,13.4
22019,1610612750,MIN,Minnesota Timberwolves,1521900080,2019-07-13,MIN vs. DAL,W,200,108,36,69,0.522,13,28,0.464,23,27,0.852,8,33,41,22,9,3,19,16,23.8
22019,1610612750,MIN,Minnesota Timberwolves,1521900053,2019-07-10,MIN @ MIA,W,200,90,32,74,0.432,8,25,0.32,18,24,0.75,10,26,36,21,9,2,12,15,3.0
22019,1610612750,MIN,Minnesota Timberwolves,1521900036,2019-07-08,MIN vs. MIL,W,200,100,35,82,0.427,14,39,0.359,16,20,0.8,6,34,40,15,9,4,13,22,9.0
22019,1610612750,MIN,Minnesota Timberwolves,1521900023,2019-07-07,MIN @ ATL,W,201,90,27,73,0.37,9,23,0.391,27,35,0.771,8,34,42,18,10,4,16,26,24.0
22019,1610612750,MIN,Minnesota Timberwolves,1521900003,2019-07-05,MIN @ CLE,W,199,85,27,61,0.443,8,24,0.333,23,30,0.767,4,34,38,14,8,1,16,18,6.0
