,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
31,22019,1610612745,HOU,Houston Rockets,21900396,2019-12-16,HOU vs. SAS,W,238,109,40,98,0.408,11,43,0.256,18,27,0.667,14,44,58,20,9,6,12,19,2.0
32,22019,1610612745,HOU,Houston Rockets,21900386,2019-12-14,HOU vs. DET,L,239,107,41,102,0.402,13,45,0.289,12,18,0.667,11,35,46,18,9,8,11,19,-8.0
33,22019,1610612745,HOU,Houston Rockets,21900371,2019-12-13,HOU @ ORL,W,241,130,48,86,0.558,22,39,0.564,12,13,0.923,7,35,42,21,5,7,9,20,23.0
34,22019,1610612745,HOU,Houston Rockets,21900356,2019-12-11,HOU @ CLE,W,241,116,43,87,0.494,17,42,0.405,13,13,1.0,11,25,36,18,10,6,13,14,6.0
35,22019,1610612745,HOU,Houston Rockets,21900346,2019-12-09,HOU vs. SAC,L,241,118,41,84,0.488,17,50,0.34,19,23,0.826,11,40,51,25,4,6,19,20,-1.0
36,22019,1610612745,HOU,Houston Rockets,21900333,2019-12-07,HOU vs. PHX,W,239,115,41,91,0.451,11,40,0.275,22,30,0.733,10,41,51,21,10,7,15,28,6.0
37,22019,1610612745,HOU,Houston Rockets,21900318,2019-12-05,HOU @ TOR,W,240,119,40,98,0.408,22,55,0.4,17,19,0.895,20,34,54,29,11,2,22,24,10.0
38,22019,1610612745,HOU,Houston Rockets,21900303,2019-12-03,HOU @ SAS,L,290,133,42,111,0.378,15,51,0.294,34,36,0.944,18,42,60,22,11,7,17,30,-2.0
39,22019,1610612745,HOU,Houston Rockets,21900282,2019-11-30,HOU vs. ATL,W,241,158,52,89,0.584,25,51,0.49,29,34,0.853,13,39,52,30,9,2,15,23,47.0
40,22019,1610612745,HOU,Houston Rockets,21900259,2019-11-27,HOU vs. MIA,W,239,117,38,83,0.458,15,44,0.341,26,33,0.788,9,34,43,19,11,2,15,22,9.0
41,22019,1610612745,HOU,Houston Rockets,21900235,2019-11-24,HOU vs. DAL,L,240,123,45,98,0.459,10,44,0.227,23,31,0.742,15,39,54,26,5,2,11,26,-14.0
42,22019,1610612745,HOU,Houston Rockets,21900224,2019-11-22,HOU @ LAC,L,240,119,39,84,0.464,15,43,0.349,26,38,0.684,11,32,43,22,11,2,15,27,-3.0
43,22019,1610612745,HOU,Houston Rockets,21900211,2019-11-20,HOU @ DEN,L,240,95,32,76,0.421,12,38,0.316,19,25,0.76,9,34,43,19,9,2,20,22,-10.0
44,22019,1610612745,HOU,Houston Rockets,21900193,2019-11-18,HOU vs. POR,W,238,132,47,100,0.47,17,45,0.378,21,26,0.808,17,41,58,24,9,10,16,21,24.0
45,22019,1610612745,HOU,Houston Rockets,21900179,2019-11-16,HOU @ MIN,W,240,125,43,94,0.457,19,49,0.388,20,22,0.909,14,28,42,15,7,3,12,18,20.0
46,22019,1610612745,HOU,Houston Rockets,21900169,2019-11-15,HOU vs. IND,W,240,111,36,89,0.404,14,46,0.304,25,29,0.862,10,34,44,12,11,3,8,23,9.0
47,22019,1610612745,HOU,Houston Rockets,21900157,2019-11-13,HOU vs. LAC,W,241,102,33,86,0.384,14,42,0.333,22,27,0.815,9,44,53,12,7,6,10,17,9.0
48,22019,1610612745,HOU,Houston Rockets,21900142,2019-11-11,HOU @ NOP,W,240,122,44,85,0.518,12,41,0.293,22,32,0.688,7,40,47,16,9,6,17,22,6.0
49,22019,1610612745,HOU,Houston Rockets,21900129,2019-11-09,HOU @ CHI,W,239,117,39,83,0.47,19,44,0.432,20,28,0.714,9,46,55,18,12,7,22,21,23.0
50,22019,1610612745,HOU,Houston Rockets,21900107,2019-11-06,HOU vs. GSW,W,240,129,48,97,0.495,21,45,0.467,12,19,0.632,11,39,50,31,7,9,12,20,17.0
51,22019,1610612745,HOU,Houston Rockets,21900093,2019-11-04,HOU @ MEM,W,239,107,35,93,0.376,17,50,0.34,20,29,0.69,14,37,51,20,6,5,18,21,7.0
52,22019,1610612745,HOU,Houston Rockets,21900086,2019-11-03,HOU @ MIA,L,239,100,31,79,0.392,14,48,0.292,24,31,0.774,4,34,38,19,6,5,22,24,-29.0
53,22019,1610612745,HOU,Houston Rockets,21900069,2019-11-01,HOU @ BKN,L,241,116,41,99,0.414,12,48,0.25,22,27,0.815,9,31,40,21,13,4,12,21,-7.0
54,22019,1610612745,HOU,Houston Rockets,21900061,2019-10-30,HOU @ WAS,W,241,159,55,103,0.534,23,54,0.426,26,33,0.788,19,25,44,34,10,5,13,24,1.0
55,22019,1610612745,HOU,Houston Rockets,21900045,2019-10-28,HOU vs. OKC,W,240,116,39,90,0.433,10,44,0.227,28,33,0.848,9,31,40,21,6,6,14,24,4.0
56,22019,1610612745,HOU,Houston Rockets,21900032,2019-10-26,HOU vs. NOP,W,240,126,43,94,0.457,13,45,0.289,27,30,0.9,9,36,45,27,7,4,19,22,3.0
57,22019,1610612745,HOU,Houston Rockets,21900015,2019-10-24,HOU vs. MIL,L,240,111,33,90,0.367,16,48,0.333,29,39,0.744,10,47,57,25,6,6,14,25,-6.0
58,12019,1610612745,HOU,Houston Rockets,11900076,2019-10-18,HOU @ MIA,W,240,144,45,86,0.523,22,49,0.449,32,42,0.762,14,28,42,22,14,3,19,27,11.0
59,12019,1610612745,HOU,Houston Rockets,11900064,2019-10-16,HOU vs. SAS,L,240,114,39,89,0.438,21,53,0.396,15,22,0.682,10,36,46,20,4,2,18,19,-14.0
60,12019,1610612745,HOU,Houston Rockets,11900030,2019-10-10,HOU vs. TOR,W,240,118,38,98,0.388,17,64,0.266,25,32,0.781,12,40,52,26,12,8,21,27,7.0
61,12019,1610612745,HOU,Houston Rockets,11900017,2019-10-08,HOU @ TOR,L,240,129,46,96,0.479,18,53,0.34,19,29,0.655,12,23,35,25,13,10,20,31,-5.0
62,12019,1610612745,HOU,Houston Rockets,11900002,2019-10-04,HOU @ LAC,W,239,109,33,88,0.375,11,48,0.229,32,40,0.8,12,40,52,21,11,5,20,29,13.0
63,12019,1610612745,HOU,Houston Rockets,11900001,2019-09-30,HOU vs. SDS,W,241,140,51,104,0.49,23,66,0.348,15,19,0.789,20,47,67,42,9,11,14,21,69.0
64,22019,1610612745,HOU,Houston Rockets,1521900079,2019-07-13,HOU vs. DEN,W,200,105,39,78,0.5,16,43,0.372,11,13,0.846,12,17,29,24,5,2,11,11,13.8
65,22019,1610612745,HOU,Houston Rockets,1521900062,2019-07-11,HOU vs. UTA,W,199,87,32,74,0.432,14,41,0.341,9,14,0.643,7,23,30,21,12,2,13,14,12.8
66,22019,1610612745,HOU,Houston Rockets,1521900047,2019-07-09,HOU vs. SAC,W,200,94,33,80,0.413,17,41,0.415,11,18,0.611,10,29,39,17,12,3,16,22,-6.2
67,22019,1610612745,HOU,Houston Rockets,1521900028,2019-07-07,HOU @ POR,L,203,87,29,75,0.387,12,39,0.308,17,20,0.85,9,15,24,9,14,4,16,20,-10.0
68,22019,1610612745,HOU,Houston Rockets,1521900017,2019-07-06,HOU vs. DAL,L,201,81,29,77,0.377,11,40,0.275,12,19,0.632,11,22,33,16,8,5,14,22,-30.4
0,22019,1610612761,TOR,Toronto Raptors,21900858,2020-02-25,TOR vs. MIL,L,241,97,32,91,0.352,18,52,0.346,15,21,0.714,9,34,43,21,4,5,16,26,-11.0
1,22019,1610612761,TOR,Toronto Raptors,21900843,2020-02-23,TOR vs. IND,W,239,127,47,92,0.511,17,44,0.386,16,18,0.889,10,47,57,32,9,10,17,21,46.0
2,22019,1610612761,TOR,Toronto Raptors,21900829,2020-02-21,TOR vs. PHX,W,241,118,42,80,0.525,14,37,0.378,20,22,0.909,7,41,48,24,7,13,22,20,17.0
3,22019,1610612761,TOR,Toronto Raptors,21900809,2020-02-12,TOR @ BKN,L,241,91,34,90,0.378,13,43,0.302,10,13,0.769,6,36,42,21,6,4,13,20,-10.0
4,22019,1610612761,TOR,Toronto Raptors,21900796,2020-02-10,TOR vs. MIN,W,241,137,51,89,0.573,17,33,0.515,18,23,0.783,9,32,41,29,15,4,18,26,11.0
5,22019,1610612761,TOR,Toronto Raptors,21900781,2020-02-08,TOR vs. BKN,W,240,119,45,95,0.474,14,35,0.4,15,21,0.714,13,35,48,22,6,5,7,22,1.0
6,22019,1610612761,TOR,Toronto Raptors,21900772,2020-02-07,TOR @ IND,W,240,115,42,88,0.477,17,38,0.447,14,17,0.824,8,31,39,28,12,3,16,22,9.0
7,22019,1610612761,TOR,Toronto Raptors,21900758,2020-02-05,TOR vs. IND,W,241,119,43,86,0.5,12,32,0.375,21,24,0.875,7,30,37,27,12,0,10,17,1.0
8,22019,1610612761,TOR,Toronto Raptors,21900740,2020-02-02,TOR vs. CHI,W,240,129,47,84,0.56,16,34,0.471,19,23,0.826,12,34,46,28,6,5,15,18,27.0
9,22019,1610612761,TOR,Toronto Raptors,21900720,2020-01-31,TOR @ DET,W,243,105,44,85,0.518,9,27,0.333,8,11,0.727,7,35,42,26,6,7,14,27,13.0
10,22019,1610612761,TOR,Toronto Raptors,21900714,2020-01-30,TOR @ CLE,W,240,115,41,84,0.488,12,32,0.375,21,28,0.75,9,28,37,23,13,3,13,20,6.0
11,22019,1610612761,TOR,Toronto Raptors,21900703,2020-01-28,TOR vs. ATL,W,240,130,48,97,0.495,13,43,0.302,21,27,0.778,10,42,52,26,10,6,12,26,16.0
12,22019,1610612761,TOR,Toronto Raptors,21900686,2020-01-26,TOR @ SAS,W,240,110,41,99,0.414,16,50,0.32,12,15,0.8,14,36,50,31,11,2,8,22,4.0
13,22019,1610612761,TOR,Toronto Raptors,21900672,2020-01-24,TOR @ NYK,W,240,118,41,81,0.506,17,35,0.486,19,23,0.826,5,26,31,25,10,6,7,20,6.0
14,22019,1610612761,TOR,Toronto Raptors,21900660,2020-01-22,TOR vs. PHI,W,239,107,40,86,0.465,13,33,0.394,14,21,0.667,8,45,53,27,6,2,12,19,12.0
15,22019,1610612761,TOR,Toronto Raptors,21900640,2020-01-20,TOR @ ATL,W,239,122,38,92,0.413,13,42,0.31,33,43,0.767,12,33,45,25,13,3,14,25,5.0
16,22019,1610612761,TOR,Toronto Raptors,21900632,2020-01-18,TOR @ MIN,W,240,122,47,91,0.516,13,35,0.371,15,17,0.882,7,35,42,25,13,9,14,23,10.0
17,22019,1610612761,TOR,Toronto Raptors,21900621,2020-01-17,TOR vs. WAS,W,243,140,52,91,0.571,22,43,0.512,14,16,0.875,7,34,41,35,16,2,19,24,29.0
18,22019,1610612761,TOR,Toronto Raptors,21900609,2020-01-15,TOR @ OKC,W,240,130,52,85,0.612,15,27,0.556,11,15,0.733,5,31,36,33,13,1,18,23,9.0
19,22019,1610612761,TOR,Toronto Raptors,21900587,2020-01-12,TOR vs. SAS,L,239,104,39,96,0.406,17,48,0.354,9,11,0.818,8,37,45,30,7,3,11,23,-1.0
20,22019,1610612761,TOR,Toronto Raptors,21900555,2020-01-08,TOR @ CHA,W,266,112,42,94,0.447,14,36,0.389,14,20,0.7,14,32,46,34,7,5,10,23,2.0
21,22019,1610612761,TOR,Toronto Raptors,21900549,2020-01-07,TOR vs. POR,L,240,99,35,96,0.365,15,42,0.357,14,19,0.737,17,40,57,21,5,7,13,21,-2.0
22,22019,1610612761,TOR,Toronto Raptors,21900524,2020-01-04,TOR @ BKN,W,240,121,44,97,0.454,13,32,0.406,20,28,0.714,15,28,43,21,10,4,7,25,19.0
23,22019,1610612761,TOR,Toronto Raptors,21900510,2020-01-02,TOR @ MIA,L,240,76,28,89,0.315,6,42,0.143,14,17,0.824,13,35,48,20,4,6,10,12,-8.0
24,22019,1610612761,TOR,Toronto Raptors,21900500,2019-12-31,TOR vs. CLE,W,241,117,40,84,0.476,17,39,0.436,20,25,0.8,10,35,45,29,5,7,11,15,20.0
25,22019,1610612761,TOR,Toronto Raptors,21900486,2019-12-29,TOR vs. OKC,L,241,97,35,83,0.422,15,40,0.375,12,12,1.0,8,34,42,21,7,2,14,20,-1.0
26,22019,1610612761,TOR,Toronto Raptors,21900473,2019-12-28,TOR @ BOS,W,240,113,44,84,0.524,14,34,0.412,11,17,0.647,15,38,53,27,8,3,22,32,16.0
27,22019,1610612761,TOR,Toronto Raptors,21900455,2019-12-25,TOR vs. BOS,L,240,102,38,80,0.475,8,23,0.348,18,22,0.818,7,27,34,17,13,7,17,13,-16.0
28,22019,1610612761,TOR,Toronto Raptors,21900446,2019-12-23,TOR @ IND,L,266,115,43,94,0.457,11,40,0.275,18,24,0.75,12,38,50,30,6,8,16,22,-5.0
29,22019,1610612761,TOR,Toronto Raptors,21900439,2019-12-22,TOR vs. DAL,W,242,110,37,94,0.394,10,34,0.294,26,31,0.839,14,37,51,21,12,5,10,21,3.0
30,22019,1610612761,TOR,Toronto Raptors,21900423,2019-12-20,TOR vs. WAS,W,242,122,38,78,0.487,12,30,0.4,34,44,0.773,6,36,42,26,6,3,17,25,4.0
31,22019,1610612761,TOR,Toronto Raptors,21900408,2019-12-18,TOR @ DET,W,239,112,39,91,0.429,13,35,0.371,21,24,0.875,12,35,47,27,9,6,12,20,13.2
32,22019,1610612761,TOR,Toronto Raptors,21900395,2019-12-16,TOR vs. CLE,W,242,133,52,89,0.584,16,32,0.5,13,17,0.765,6,35,41,31,7,2,7,19,20.0
33,22019,1610612761,TOR,Toronto Raptors,21900381,2019-12-14,TOR vs. BKN,W,241,110,38,98,0.388,14,40,0.35,20,25,0.8,10,41,51,21,10,10,11,23,8.0
34,22019,1610612761,TOR,Toronto Raptors,21900359,2019-12-11,TOR vs. LAC,L,240,92,31,88,0.352,8,36,0.222,22,25,0.88,15,32,47,21,10,8,18,24,-20.0
35,22019,1610612761,TOR,Toronto Raptors,21900345,2019-12-09,TOR @ CHI,W,241,93,34,90,0.378,7,29,0.241,18,26,0.692,14,40,54,19,8,9,15,12,1.0
36,22019,1610612761,TOR,Toronto Raptors,21900338,2019-12-08,TOR @ PHI,L,239,104,38,88,0.432,11,33,0.333,17,20,0.85,13,29,42,21,13,4,18,22,-6.0
37,22019,1610612761,TOR,Toronto Raptors,21900318,2019-12-05,TOR vs. HOU,L,239,109,38,88,0.432,12,39,0.308,21,24,0.875,12,33,45,27,14,5,17,21,-10.0
38,22019,1610612761,TOR,Toronto Raptors,21900301,2019-12-03,TOR vs. MIA,L,265,110,35,91,0.385,11,43,0.256,29,36,0.806,9,39,48,25,5,4,11,20,-11.0
39,22019,1610612761,TOR,Toronto Raptors,21900291,2019-12-01,TOR vs. UTA,W,242,130,47,90,0.522,19,36,0.528,17,21,0.81,7,36,43,36,14,8,14,24,20.0
40,22019,1610612761,TOR,Toronto Raptors,21900269,2019-11-29,TOR @ ORL,W,241,90,31,84,0.369,11,38,0.289,17,28,0.607,11,35,46,21,16,4,13,20,7.0
41,22019,1610612761,TOR,Toronto Raptors,21900258,2019-11-27,TOR vs. NYK,W,240,126,46,94,0.489,21,41,0.512,13,17,0.765,17,35,52,26,6,4,12,18,28.0
42,22019,1610612761,TOR,Toronto Raptors,21900246,2019-11-25,TOR vs. PHI,W,241,101,38,84,0.452,11,34,0.324,14,22,0.636,8,32,40,27,5,5,10,18,5.0
43,22019,1610612761,TOR,Toronto Raptors,21900228,2019-11-23,TOR @ ATL,W,240,119,40,88,0.455,13,37,0.351,26,30,0.867,12,30,42,22,5,5,15,16,3.0
44,22019,1610612761,TOR,Toronto Raptors,21900207,2019-11-20,TOR vs. ORL,W,239,113,45,87,0.517,9,27,0.333,14,19,0.737,10,37,47,26,5,5,11,21,16.0
45,22019,1610612761,TOR,Toronto Raptors,21900191,2019-11-18,TOR vs. CHA,W,239,132,50,97,0.515,20,43,0.465,12,15,0.8,16,37,53,40,13,2,10,25,36.0
46,22019,1610612761,TOR,Toronto Raptors,21900180,2019-11-16,TOR @ DAL,L,240,102,37,89,0.416,17,41,0.415,11,15,0.733,7,35,42,21,7,2,14,20,-8.0
47,22019,1610612761,TOR,Toronto Raptors,21900160,2019-11-13,TOR @ POR,W,239,114,42,92,0.457,14,32,0.438,16,17,0.941,14,36,50,20,4,9,12,20,8.0
48,22019,1610612761,TOR,Toronto Raptors,21900145,2019-11-11,TOR @ LAC,L,240,88,34,85,0.4,11,30,0.367,9,15,0.6,5,33,38,25,9,8,15,24,-10.0
49,22019,1610612761,TOR,Toronto Raptors,21900139,2019-11-10,TOR @ LAL,W,240,113,43,89,0.483,12,36,0.333,15,22,0.682,7,36,43,26,6,8,13,17,9.0
50,22019,1610612761,TOR,Toronto Raptors,21900121,2019-11-08,TOR @ NOP,W,239,122,41,93,0.441,19,43,0.442,21,24,0.875,10,43,53,27,9,3,17,24,18.0
51,22019,1610612761,TOR,Toronto Raptors,21900106,2019-11-06,TOR vs. SAC,W,239,124,43,78,0.551,14,29,0.483,24,29,0.828,2,35,37,28,10,4,14,20,4.0
52,22019,1610612761,TOR,Toronto Raptors,21900082,2019-11-02,TOR @ MIL,L,239,105,34,84,0.405,15,36,0.417,22,25,0.88,7,35,42,24,5,6,13,22,-10.0
53,22019,1610612761,TOR,Toronto Raptors,21900060,2019-10-30,TOR vs. DET,W,240,125,51,86,0.593,13,27,0.481,10,12,0.833,3,31,34,30,12,2,14,22,12.0
54,22019,1610612761,TOR,Toronto Raptors,21900044,2019-10-28,TOR vs. ORL,W,241,104,33,85,0.388,10,39,0.256,28,30,0.933,6,46,52,19,9,2,16,20,9.0
55,22019,1610612761,TOR,Toronto Raptors,21900031,2019-10-26,TOR @ CHI,W,242,108,38,82,0.463,15,42,0.357,17,18,0.944,10,49,59,27,9,12,22,25,24.0
56,22019,1610612761,TOR,Toronto Raptors,21900017,2019-10-25,TOR @ BOS,L,241,106,37,78,0.474,18,36,0.5,14,17,0.824,5,41,46,22,2,6,23,28,-6.0
57,22019,1610612761,TOR,Toronto Raptors,21900001,2019-10-22,TOR vs. NOP,W,265,130,42,103,0.408,14,40,0.35,32,38,0.842,16,41,57,23,7,3,16,24,8.0
58,12019,1610612761,TOR,Toronto Raptors,11900075,2019-10-18,TOR @ BKN,W,239,123,44,95,0.463,24,47,0.511,11,13,0.846,9,48,57,31,6,5,18,23,16.0
59,12019,1610612761,TOR,Toronto Raptors,11900050,2019-10-13,TOR vs. CHI,L,240,91,32,80,0.4,9,29,0.31,18,31,0.581,6,34,40,25,10,6,17,15,-14.0
60,12019,1610612761,TOR,Toronto Raptors,11900030,2019-10-10,TOR @ HOU,L,239,111,36,92,0.391,11,37,0.297,28,38,0.737,11,41,52,24,17,6,24,28,-7.0
61,12019,1610612761,TOR,Toronto Raptors,11900017,2019-10-08,TOR vs. HOU,W,242,134,45,89,0.506,12,32,0.375,32,38,0.842,15,39,54,30,15,3,25,28,5.0
62,22019,1610612761,TOR,Toronto Raptors,1521900065,2019-07-12,TOR vs. PHI,L,199,102,35,72,0.486,6,27,0.222,26,34,0.765,7,26,33,22,6,7,14,20,-7.2
63,22019,1610612761,TOR,Toronto Raptors,1521900059,2019-07-11,TOR @ IND,W,199,94,33,79,0.418,13,38,0.342,15,18,0.833,10,36,46,21,6,4,11,22,13.6
64,22019,1610612761,TOR,Toronto Raptors,1521900046,2019-07-09,TOR vs. NYK,W,201,85,29,87,0.333,8,29,0.276,19,25,0.76,17,35,52,16,8,7,14,30,16.0
65,22019,1610612761,TOR,Toronto Raptors,1521900034,2019-07-08,TOR vs. SAS,L,200,90,26,72,0.361,9,37,0.243,29,36,0.806,11,22,33,16,10,5,16,23,-24.0
66,22019,1610612761,TOR,Toronto Raptors,1521900020,2019-07-07,TOR @ GSW,L,200,71,21,67,0.313,7,27,0.259,22,33,0.667,11,31,42,11,10,3,18,23,-10.0
